SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
1179P	1179	SRR11414642	PRJNA545312	SRR14143419	718	1179P..pool718	Illumina MiSeq	Illumina	16S rRNA
1179Q	1179	SRR11414640	PRJNA545312	SRR14092227	718	1179Q..pool718	Illumina MiSeq	Illumina	16S rRNA
1179R	1179	SRR11414639	PRJNA545312	SRR13697103	718	1179R..pool718	Illumina MiSeq	Illumina	16S rRNA
1179T	1179	SRR11414637	PRJNA545312	SRR13697164	718	1179T..pool718	Illumina MiSeq	Illumina	16S rRNA
1179W	1179	SRR11414634	PRJNA545312	SRR13697161	718	1179W..pool718	Illumina MiSeq	Illumina	16S rRNA
1179Y	1179	SRR11414632	PRJNA545312	SRR14092226	718	1179Y..pool718	Illumina MiSeq	Illumina	16S rRNA
1186A	1186	SRR11414828	PRJNA545312		718	1186A..pool718	Illumina MiSeq	Illumina	16S rRNA
1186B	1186	SRR11414827	PRJNA545312		718	1186B..pool718	Illumina MiSeq	Illumina	16S rRNA
1186C	1186	SRR11414826	PRJNA545312		718	1186C..pool718	Illumina MiSeq	Illumina	16S rRNA
1186D	1186	SRR11414825	PRJNA545312		718	1186D..pool718	Illumina MiSeq	Illumina	16S rRNA
1186E	1186	SRR11414824	PRJNA545312		718	1186E..pool718	Illumina MiSeq	Illumina	16S rRNA
1186F	1186	SRR11417245	PRJNA545312		718	1186F..pool718	Illumina MiSeq	Illumina	16S rRNA
1186G	1186	SRR11417244	PRJNA545312		718	1186G..pool718	Illumina MiSeq	Illumina	16S rRNA
1186H	1186	SRR11417243	PRJNA545312		718	1186H..pool718	Illumina MiSeq	Illumina	16S rRNA
1186I	1186	SRR11417241	PRJNA545312		718	1186I..pool718	Illumina MiSeq	Illumina	16S rRNA
1186J	1186	SRR11417240	PRJNA545312		718	1186J..pool718	Illumina MiSeq	Illumina	16S rRNA
1186K	1186	SRR11417239	PRJNA545312		718	1186K..pool718	Illumina MiSeq	Illumina	16S rRNA
1186M	1186	SRR11417237	PRJNA545312		718	1186M..pool718	Illumina MiSeq	Illumina	16S rRNA
1186N	1186	SRR11417236	PRJNA545312		718	1186N..pool718	Illumina MiSeq	Illumina	16S rRNA
1186P	1186	SRR11416608	PRJNA545312		718	1186P..pool718	Illumina MiSeq	Illumina	16S rRNA
1186R	1186	SRR11416606	PRJNA545312		718	1186R..pool718	Illumina MiSeq	Illumina	16S rRNA
1186S	1186	SRR11416604	PRJNA545312		718	1186S..pool718	Illumina MiSeq	Illumina	16S rRNA
1186V	1186	SRR11416601	PRJNA545312		718	1186V..pool718	Illumina MiSeq	Illumina	16S rRNA
118A	118	SRR11416593	PRJNA545312		480	118A..pool480	Illumina MiSeq	Illumina	16S rRNA
118B	118	SRR11416592	PRJNA545312		480	118B..pool480	Illumina MiSeq	Illumina	16S rRNA
118C	118	SRR11416591	PRJNA545312		480	118C..pool480	Illumina MiSeq	Illumina	16S rRNA
1191A	1191	SRR11416590	PRJNA545312		718	1191A..pool718	Illumina MiSeq	Illumina	16S rRNA
1191B	1191	SRR11416589	PRJNA545312		718	1191B..pool718	Illumina MiSeq	Illumina	16S rRNA
1191C	1191	SRR11416588	PRJNA545312		718	1191C..pool718	Illumina MiSeq	Illumina	16S rRNA
1191D	1191	SRR11416587	PRJNA545312		718	1191D..pool718	Illumina MiSeq	Illumina	16S rRNA
1191E	1191	SRR11416586	PRJNA545312		718	1191E..pool718	Illumina MiSeq	Illumina	16S rRNA
1191F	1191	SRR11416585	PRJNA545312		718	1191F..pool718	Illumina MiSeq	Illumina	16S rRNA
1191G	1191	SRR11416584	PRJNA545312		718	1191G..pool718	Illumina MiSeq	Illumina	16S rRNA
1191H	1191	SRR11416582	PRJNA545312		718	1191H..pool718	Illumina MiSeq	Illumina	16S rRNA
1191J	1191	SRR11416694	PRJNA545312		718	1191J..pool718	Illumina MiSeq	Illumina	16S rRNA
1191K	1191	SRR11416693	PRJNA545312		718	1191K..pool718	Illumina MiSeq	Illumina	16S rRNA
1191L	1191	SRR11416692	PRJNA545312		718	1191L..pool718	Illumina MiSeq	Illumina	16S rRNA
1191M	1191	SRR11416691	PRJNA545312		718	1191M..pool718	Illumina MiSeq	Illumina	16S rRNA
1191N	1191	SRR11416690	PRJNA545312		718	1191N..pool718	Illumina MiSeq	Illumina	16S rRNA
1225G	1225	SRR11395663	PRJNA607574		794	1225G..pool794	Illumina MiSeq	Illumina	16S rRNA
122A	122	SRR11416538	PRJNA545312		480	122A..pool480	Illumina MiSeq	Illumina	16S rRNA
1245G	1245	SRR11416465	PRJNA545312		714	1245G..pool714	Illumina MiSeq	Illumina	16S rRNA
1245L	1245	SRR11416460	PRJNA545312		714	1245L..pool714	Illumina MiSeq	Illumina	16S rRNA
1245M	1245	SRR11416458	PRJNA545312		714	1245M..pool714	Illumina MiSeq	Illumina	16S rRNA
124A	124	SRR11418071	PRJNA545312		480	124A..pool480	Illumina MiSeq	Illumina	16S rRNA
124B	124	SRR11418059	PRJNA545312		480	124B..pool480	Illumina MiSeq	Illumina	16S rRNA
124C	124	SRR11418020	PRJNA545312		480	124C..pool480	Illumina MiSeq	Illumina	16S rRNA
1274F	1274	SRR11395099	PRJNA607574		794	1274F..pool794	Illumina MiSeq	Illumina	16S rRNA
1274G	1274	SRR11395098	PRJNA607574		794	1274G..pool794	Illumina MiSeq	Illumina	16S rRNA
127A	127	SRR11418061	PRJNA545312		480	127A..pool480	Illumina MiSeq	Illumina	16S rRNA
1285T	1285	SRR11115304	PRJNA607574		951	1285T..pool951	Illumina MiSeq	Illumina	16S rRNA
1285U	1285	SRR11115293	PRJNA607574		951	1285U..pool951	Illumina MiSeq	Illumina	16S rRNA
1285V	1285	SRR11115634	PRJNA607574		951	1285V..pool951	Illumina MiSeq	Illumina	16S rRNA
1285W	1285	SRR11115623	PRJNA607574		951	1285W..pool951	Illumina MiSeq	Illumina	16S rRNA
1285X	1285	SRR11115612	PRJNA607574		951	1285X..pool951	Illumina MiSeq	Illumina	16S rRNA
1285Y	1285	SRR11115601	PRJNA607574		951	1285Y..pool951	Illumina MiSeq	Illumina	16S rRNA
131A	131	SRR11417803	PRJNA545312		480	131A..pool480	Illumina MiSeq	Illumina	16S rRNA
1321I	1321	SRR11395521	PRJNA607574		794	1321I..pool794	Illumina MiSeq	Illumina	16S rRNA
133E	133	SRR11416817	PRJNA545312		480	133E..pool480	Illumina MiSeq	Illumina	16S rRNA
1380L	1380	SRR11116067	PRJNA607574		1047	1380L..pool1047	Illumina MiSeq	Illumina	16S rRNA
1385D	1385	SRR11394981	PRJNA607574		794	1385D..pool794	Illumina MiSeq	Illumina	16S rRNA
1388S	1388	SRR11395460	PRJNA607574		859	1388S..pool859	Illumina MiSeq	Illumina	16S rRNA
1388T	1388	SRR11395459	PRJNA607574		859	1388T..pool859	Illumina MiSeq	Illumina	16S rRNA
1388U	1388	SRR11395458	PRJNA607574		859	1388U..pool859	Illumina MiSeq	Illumina	16S rRNA
1397C	1397	SRR11395449	PRJNA607574		794	1397C..pool794	Illumina MiSeq	Illumina	16S rRNA
1398E	1398	SRR11115932	PRJNA607574		794	1398E..pool794	Illumina MiSeq	Illumina	16S rRNA
1400A	1400	SRR11417947	PRJNA545312		714	1400A..pool714	Illumina MiSeq	Illumina	16S rRNA
1400B	1400	SRR11417946	PRJNA545312		714	1400B..pool714	Illumina MiSeq	Illumina	16S rRNA
1400C	1400	SRR11417945	PRJNA545312		714	1400C..pool714	Illumina MiSeq	Illumina	16S rRNA
1400D	1400	SRR11417944	PRJNA545312		714	1400D..pool714	Illumina MiSeq	Illumina	16S rRNA
1400E	1400	SRR11417943	PRJNA545312		714	1400E..pool714	Illumina MiSeq	Illumina	16S rRNA
140A	140	SRR11417749	PRJNA545312		480	140A..pool480	Illumina MiSeq	Illumina	16S rRNA
1415G	1415	SRR11395308	PRJNA607574		794	1415G..pool794	Illumina MiSeq	Illumina	16S rRNA
1415H	1415	SRR11395307	PRJNA607574		794	1415H..pool794	Illumina MiSeq	Illumina	16S rRNA
1429C	1429	SRR11395061	PRJNA607574		794	1429C..pool794	Illumina MiSeq	Illumina	16S rRNA
142I	142	SRR11418257	PRJNA545312		480	142I..pool480	Illumina MiSeq	Illumina	16S rRNA
142J	142	SRR11418255	PRJNA545312		480	142J..pool480	Illumina MiSeq	Illumina	16S rRNA
1446C	1446	SRR11394919	PRJNA607574		794	1446C..pool794	Illumina MiSeq	Illumina	16S rRNA
1453B	1453	SRR11395494	PRJNA607574		794	1453B..pool794	Illumina MiSeq	Illumina	16S rRNA
1459C	1459	SRR11395375	PRJNA607574		794	1459C..pool794	Illumina MiSeq	Illumina	16S rRNA
1459D	1459	SRR11395374	PRJNA607574		794	1459D..pool794	Illumina MiSeq	Illumina	16S rRNA
1465C	1465	SRR11395365	PRJNA607574		859	1465C..pool859	Illumina MiSeq	Illumina	16S rRNA
1467C	1467	SRR11395360	PRJNA607574		794	1467C..pool794	Illumina MiSeq	Illumina	16S rRNA
146A	146	SRR11420789	PRJNA545312		480	146A..pool480	Illumina MiSeq	Illumina	16S rRNA
146B	146	SRR11420778	PRJNA545312		480	146B..pool480	Illumina MiSeq	Illumina	16S rRNA
146C	146	SRR11420767	PRJNA545312		480	146C..pool480	Illumina MiSeq	Illumina	16S rRNA
146D	146	SRR11420756	PRJNA545312		480	146D..pool480	Illumina MiSeq	Illumina	16S rRNA
1470C	1470	SRR11395279	PRJNA607574		794	1470C..pool794	Illumina MiSeq	Illumina	16S rRNA
1473A	1473	SRR11139673	PRJNA606262		794	1473A..pool794	Illumina MiSeq	Illumina	16S rRNA
1473B	1473	SRR11395252	PRJNA607574		794	1473B..pool794	Illumina MiSeq	Illumina	16S rRNA
1473C	1473	SRR11395251	PRJNA607574		794	1473C..pool794	Illumina MiSeq	Illumina	16S rRNA
1473D	1473	SRR11395249	PRJNA607574		794	1473D..pool794	Illumina MiSeq	Illumina	16S rRNA
1473E	1473	SRR11395248	PRJNA607574		794	1473E..pool794	Illumina MiSeq	Illumina	16S rRNA
1473F	1473	SRR11395247	PRJNA607574		859	1473F..pool859	Illumina MiSeq	Illumina	16S rRNA
1474C	1474	SRR11395244	PRJNA607574		794	1474C..pool794	Illumina MiSeq	Illumina	16S rRNA
147A	147	SRR11421271	PRJNA545312		480	147A..pool480	Illumina MiSeq	Illumina	16S rRNA
1482A	1482	SRR11139648	PRJNA606262		794	1482A..pool794	Illumina MiSeq	Illumina	16S rRNA
1482B	1482	SRR11139647	PRJNA606262		794	1482B..pool794	Illumina MiSeq	Illumina	16S rRNA
1482D	1482	SRR11395765	PRJNA607574		794	1482D..pool794	Illumina MiSeq	Illumina	16S rRNA
1486B	1486	SRR11395754	PRJNA607574		794	1486B..pool794	Illumina MiSeq	Illumina	16S rRNA
1486C	1486	SRR11395753	PRJNA607574		794	1486C..pool794	Illumina MiSeq	Illumina	16S rRNA
1497B	1497	SRR11396820	PRJNA607574		794	1497B..pool794	Illumina MiSeq	Illumina	16S rRNA
1497C	1497	SRR11397403	PRJNA607574		794	1497C..pool794	Illumina MiSeq	Illumina	16S rRNA
1504B	1504	SRR11397272	PRJNA607574		794	1504B..pool794	Illumina MiSeq	Illumina	16S rRNA
1504C	1504	SRR11397261	PRJNA607574		794	1504C..pool794	Illumina MiSeq	Illumina	16S rRNA
1508B	1508	SRR11397174	PRJNA607574		794	1508B..pool794	Illumina MiSeq	Illumina	16S rRNA
1508C	1508	SRR11397163	PRJNA607574		794	1508C..pool794	Illumina MiSeq	Illumina	16S rRNA
1511N	1511	SRR11115674	PRJNA607574		859	1511N..pool859	Illumina MiSeq	Illumina	16S rRNA
1511O	1511	SRR11115673	PRJNA607574		859	1511O..pool859	Illumina MiSeq	Illumina	16S rRNA
1511P	1511	SRR11115672	PRJNA607574		859	1511P..pool859	Illumina MiSeq	Illumina	16S rRNA
151A	151	SRR11421184	PRJNA545312		480	151A..pool480	Illumina MiSeq	Illumina	16S rRNA
151B	151	SRR11421183	PRJNA545312		480	151B..pool480	Illumina MiSeq	Illumina	16S rRNA
1540A	1540	SRR11397297	PRJNA607574		794	1540A..pool794	Illumina MiSeq	Illumina	16S rRNA
1540B	1540	SRR11397286	PRJNA607574		794	1540B..pool794	Illumina MiSeq	Illumina	16S rRNA
1540C	1540	SRR11397243	PRJNA607574		794	1540C..pool794	Illumina MiSeq	Illumina	16S rRNA
1543A	1543	SRR11397012	PRJNA607574		794	1543A..pool794	Illumina MiSeq	Illumina	16S rRNA
1543B	1543	SRR11396851	PRJNA607574		794	1543B..pool794	Illumina MiSeq	Illumina	16S rRNA
154A	154	SRR11421539	PRJNA545312		480	154A..pool480	Illumina MiSeq	Illumina	16S rRNA
154B	154	SRR11421538	PRJNA545312		480	154B..pool480	Illumina MiSeq	Illumina	16S rRNA
154C	154	SRR11421537	PRJNA545312		480	154C..pool480	Illumina MiSeq	Illumina	16S rRNA
154D	154	SRR11421536	PRJNA545312		480	154D..pool480	Illumina MiSeq	Illumina	16S rRNA
1555A	1555	SRR11396836	PRJNA607574		794	1555A..pool794	Illumina MiSeq	Illumina	16S rRNA
1555B	1555	SRR11396835	PRJNA607574		794	1555B..pool794	Illumina MiSeq	Illumina	16S rRNA
1555C	1555	SRR11396834	PRJNA607574		794	1555C..pool794	Illumina MiSeq	Illumina	16S rRNA
1559A	1559	SRR11397385	PRJNA607574		794	1559A..pool794	Illumina MiSeq	Illumina	16S rRNA
1559B	1559	SRR11397384	PRJNA607574		794	1559B..pool794	Illumina MiSeq	Illumina	16S rRNA
156F	156	SRR11421012	PRJNA545312		480	156F..pool480	Illumina MiSeq	Illumina	16S rRNA
1593A	1593	SRR11397274	PRJNA607574		794	1593A..pool794	Illumina MiSeq	Illumina	16S rRNA
1594A	1594	SRR11397268	PRJNA607574		794	1594A..pool794	Illumina MiSeq	Illumina	16S rRNA
1597A	1597	SRR11397263	PRJNA607574		859	1597A..pool859	Illumina MiSeq	Illumina	16S rRNA
1597B	1597	SRR11397262	PRJNA607574		859	1597B..pool859	Illumina MiSeq	Illumina	16S rRNA
1597C	1597	SRR11397260	PRJNA607574		859	1597C..pool859	Illumina MiSeq	Illumina	16S rRNA
1597D	1597	SRR11397259	PRJNA607574		859	1597D..pool859	Illumina MiSeq	Illumina	16S rRNA
1608A	1608	SRR11139629	PRJNA606262		794	1608A..pool794	Illumina MiSeq	Illumina	16S rRNA
160A	160	SRR11397202	PRJNA607574		480	160A..pool480	Illumina MiSeq	Illumina	16S rRNA
1614A	1614	SRR11397194	PRJNA607574		859	1614A..pool859	Illumina MiSeq	Illumina	16S rRNA
1614B	1614	SRR11397193	PRJNA607574		859	1614B..pool859	Illumina MiSeq	Illumina	16S rRNA
1614C	1614	SRR11397192	PRJNA607574		859	1614C..pool859	Illumina MiSeq	Illumina	16S rRNA
1618A	1618	SRR11397182	PRJNA607574		859	1618A..pool859	Illumina MiSeq	Illumina	16S rRNA
1638A	1638	SRR11397124	PRJNA607574		859	1638A..pool859	Illumina MiSeq	Illumina	16S rRNA
1638B	1638	SRR11397123	PRJNA607574		859	1638B..pool859	Illumina MiSeq	Illumina	16S rRNA
163A	163	SRR11115421	PRJNA607574		480	163A..pool480	Illumina MiSeq	Illumina	16S rRNA
1652A	1652	SRR11396451	PRJNA607574		859	1652A..pool859	Illumina MiSeq	Illumina	16S rRNA
1652B	1652	SRR11396748	PRJNA607574		859	1652B..pool859	Illumina MiSeq	Illumina	16S rRNA
1652C	1652	SRR11396745	PRJNA607574		859	1652C..pool859	Illumina MiSeq	Illumina	16S rRNA
165A	165	SRR11420844	PRJNA545312		480	165A..pool480	Illumina MiSeq	Illumina	16S rRNA
1661A	1661	SRR11396741	PRJNA607574		859	1661A..pool859	Illumina MiSeq	Illumina	16S rRNA
1661B	1661	SRR11396740	PRJNA607574		859	1661B..pool859	Illumina MiSeq	Illumina	16S rRNA
166F	166	SRR11420838	PRJNA545312		480	166F..pool480	Illumina MiSeq	Illumina	16S rRNA
169A	169	SRR11420825	PRJNA545312		480	169A..pool480	Illumina MiSeq	Illumina	16S rRNA
1715A	1715	SRR11396652	PRJNA607574		859	1715A..pool859	Illumina MiSeq	Illumina	16S rRNA
171A	171	SRR11396641	PRJNA607574		480	171A..pool480	Illumina MiSeq	Illumina	16S rRNA
1722A	1722	SRR11396639	PRJNA607574		859	1722A..pool859	Illumina MiSeq	Illumina	16S rRNA
1722B	1722	SRR11396638	PRJNA607574		859	1722B..pool859	Illumina MiSeq	Illumina	16S rRNA
1742A	1742	SRR11396621	PRJNA607574		859	1742A..pool859	Illumina MiSeq	Illumina	16S rRNA
1742B	1742	SRR11396620	PRJNA607574		859	1742B..pool859	Illumina MiSeq	Illumina	16S rRNA
1742C	1742	SRR11396619	PRJNA607574		859	1742C..pool859	Illumina MiSeq	Illumina	16S rRNA
1742D	1742	SRR11396618	PRJNA607574		859	1742D..pool859	Illumina MiSeq	Illumina	16S rRNA
1742E	1742	SRR11396617	PRJNA607574		859	1742E..pool859	Illumina MiSeq	Illumina	16S rRNA
174A	174	SRR11420805	PRJNA545312		480	174A..pool480	Illumina MiSeq	Illumina	16S rRNA
1761A	1761	SRR11396606	PRJNA607574		859	1761A..pool859	Illumina MiSeq	Illumina	16S rRNA
1765A	1765	SRR11396605	PRJNA607574		859	1765A..pool859	Illumina MiSeq	Illumina	16S rRNA
1765B	1765	SRR11396604	PRJNA607574		859	1765B..pool859	Illumina MiSeq	Illumina	16S rRNA
1767A	1767	SRR11396603	PRJNA607574		859	1767A..pool859	Illumina MiSeq	Illumina	16S rRNA
1779A	1779	SRR11396595	PRJNA607574		859	1779A..pool859	Illumina MiSeq	Illumina	16S rRNA
1781A	1781	SRR11396593	PRJNA607574		859	1781A..pool859	Illumina MiSeq	Illumina	16S rRNA
1787A	1787	SRR11396587	PRJNA607574		859	1787A..pool859	Illumina MiSeq	Illumina	16S rRNA
1805C	1805	SRR11115251	PRJNA607574		951	1805C..pool951	Illumina MiSeq	Illumina	16S rRNA
1805D	1805	SRR11115250	PRJNA607574		951	1805D..pool951	Illumina MiSeq	Illumina	16S rRNA
1805E	1805	SRR11115249	PRJNA607574		951	1805E..pool951	Illumina MiSeq	Illumina	16S rRNA
1805F	1805	SRR11115248	PRJNA607574		951	1805F..pool951	Illumina MiSeq	Illumina	16S rRNA
1805G	1805	SRR11115247	PRJNA607574		951	1805G..pool951	Illumina MiSeq	Illumina	16S rRNA
1805H	1805	SRR11115245	PRJNA607574		951	1805H..pool951	Illumina MiSeq	Illumina	16S rRNA
2066A	2066	SRR11116643	PRJNA607574		941	2066A..pool941	Illumina MiSeq	Illumina	16S rRNA
2066B	2066	SRR11116642	PRJNA607574		941	2066B..pool941	Illumina MiSeq	Illumina	16S rRNA
2066C	2066	SRR11116641	PRJNA607574		941	2066C..pool941	Illumina MiSeq	Illumina	16S rRNA
2066D	2066	SRR11116639	PRJNA607574		941	2066D..pool941	Illumina MiSeq	Illumina	16S rRNA
2070F	2070	SRR11116634	PRJNA607574		941	2070F..pool941	Illumina MiSeq	Illumina	16S rRNA
2070G	2070	SRR11116633	PRJNA607574		941	2070G..pool941	Illumina MiSeq	Illumina	16S rRNA
2070H	2070	SRR11116632	PRJNA607574		941	2070H..pool941	Illumina MiSeq	Illumina	16S rRNA
2070I	2070	SRR11116631	PRJNA607574		941	2070I..pool941	Illumina MiSeq	Illumina	16S rRNA
2072A	2072	SRR11396884	PRJNA607574		941	2072A..pool941	Illumina MiSeq	Illumina	16S rRNA
2072B	2072	SRR11396883	PRJNA607574		941	2072B..pool941	Illumina MiSeq	Illumina	16S rRNA
2072C	2072	SRR11396882	PRJNA607574		941	2072C..pool941	Illumina MiSeq	Illumina	16S rRNA
2072D	2072	SRR11396881	PRJNA607574		941	2072D..pool941	Illumina MiSeq	Illumina	16S rRNA
2075A	2075	SRR11396880	PRJNA607574		941	2075A..pool941	Illumina MiSeq	Illumina	16S rRNA
2075B	2075	SRR11396878	PRJNA607574		941	2075B..pool941	Illumina MiSeq	Illumina	16S rRNA
2077A	2077	SRR11116630	PRJNA607574		941	2077A..pool941	Illumina MiSeq	Illumina	16S rRNA
2077B	2077	SRR11116628	PRJNA607574		941	2077B..pool941	Illumina MiSeq	Illumina	16S rRNA
2077C	2077	SRR11116627	PRJNA607574		941	2077C..pool941	Illumina MiSeq	Illumina	16S rRNA
2077D	2077	SRR11116626	PRJNA607574		941	2077D..pool941	Illumina MiSeq	Illumina	16S rRNA
2077E	2077	SRR11116625	PRJNA607574		941	2077E..pool941	Illumina MiSeq	Illumina	16S rRNA
207A	207	SRR11421225	PRJNA545312		266	207A..pool266	Illumina MiSeq	Illumina	16S rRNA
2080B	2080	SRR11396877	PRJNA607574		941	2080B..pool941	Illumina MiSeq	Illumina	16S rRNA
2080C	2080	SRR11396876	PRJNA607574		941	2080C..pool941	Illumina MiSeq	Illumina	16S rRNA
2080D	2080	SRR11396875	PRJNA607574		941	2080D..pool941	Illumina MiSeq	Illumina	16S rRNA
2081A	2081	SRR11116624	PRJNA607574		941	2081A..pool941	Illumina MiSeq	Illumina	16S rRNA
2081B	2081	SRR11116623	PRJNA607574		941	2081B..pool941	Illumina MiSeq	Illumina	16S rRNA
2081C	2081	SRR11116621	PRJNA607574		941	2081C..pool941	Illumina MiSeq	Illumina	16S rRNA
2081D	2081	SRR11116844	PRJNA607574		941	2081D..pool941	Illumina MiSeq	Illumina	16S rRNA
2081E	2081	SRR11116843	PRJNA607574		941	2081E..pool941	Illumina MiSeq	Illumina	16S rRNA
2081F	2081	SRR11116842	PRJNA607574		941	2081F..pool941	Illumina MiSeq	Illumina	16S rRNA
2081G	2081	SRR11116840	PRJNA607574		941	2081G..pool941	Illumina MiSeq	Illumina	16S rRNA
2090A	2090	SRR11116839	PRJNA607574		941	2090A..pool941	Illumina MiSeq	Illumina	16S rRNA
2090B	2090	SRR11116838	PRJNA607574		941	2090B..pool941	Illumina MiSeq	Illumina	16S rRNA
2090C	2090	SRR11116837	PRJNA607574		941	2090C..pool941	Illumina MiSeq	Illumina	16S rRNA
2090D	2090	SRR11116836	PRJNA607574		941	2090D..pool941	Illumina MiSeq	Illumina	16S rRNA
2101B	2101	SRR11116835	PRJNA607574		941	2101B..pool941	Illumina MiSeq	Illumina	16S rRNA
2101C	2101	SRR11116834	PRJNA607574		941	2101C..pool941	Illumina MiSeq	Illumina	16S rRNA
2101D	2101	SRR11116833	PRJNA607574		941	2101D..pool941	Illumina MiSeq	Illumina	16S rRNA
2104A	2104	SRR11116832	PRJNA607574		941	2104A..pool941	Illumina MiSeq	Illumina	16S rRNA
2104B	2104	SRR11116831	PRJNA607574		941	2104B..pool941	Illumina MiSeq	Illumina	16S rRNA
2104C	2104	SRR11116829	PRJNA607574		941	2104C..pool941	Illumina MiSeq	Illumina	16S rRNA
2104D	2104	SRR11116828	PRJNA607574		941	2104D..pool941	Illumina MiSeq	Illumina	16S rRNA
2104E	2104	SRR11116827	PRJNA607574		941	2104E..pool941	Illumina MiSeq	Illumina	16S rRNA
2104G	2104	SRR11116826	PRJNA607574		951	2104G..pool951	Illumina MiSeq	Illumina	16S rRNA
2104H	2104	SRR11116825	PRJNA607574		951	2104H..pool951	Illumina MiSeq	Illumina	16S rRNA
2104I	2104	SRR11116824	PRJNA607574		951	2104I..pool951	Illumina MiSeq	Illumina	16S rRNA
2104J	2104	SRR11116823	PRJNA607574		951	2104J..pool951	Illumina MiSeq	Illumina	16S rRNA
2104K	2104	SRR11116822	PRJNA607574		951	2104K..pool951	Illumina MiSeq	Illumina	16S rRNA
2104L	2104	SRR11116821	PRJNA607574		951	2104L..pool951	Illumina MiSeq	Illumina	16S rRNA
2105A	2105	SRR11116820	PRJNA607574	SRR14092333	951	2105A..pool951	Illumina MiSeq	Illumina	16S rRNA
2105B	2105	SRR11116818	PRJNA607574	SRR14092332	951	2105B..pool951	Illumina MiSeq	Illumina	16S rRNA
2105C	2105	SRR11116817	PRJNA607574	SRR14092331	951	2105C..pool951	Illumina MiSeq	Illumina	16S rRNA
2105D	2105	SRR11116816	PRJNA607574	SRR14092330	951	2105D..pool951	Illumina MiSeq	Illumina	16S rRNA
2105E	2105	SRR11116815	PRJNA607574	SRR14092329	951	2105E..pool951	Illumina MiSeq	Illumina	16S rRNA
2105F	2105	SRR11116814	PRJNA607574	SRR14092328	951	2105F..pool951	Illumina MiSeq	Illumina	16S rRNA
2105P	2105	SRR11116813	PRJNA607574		951	2105P..pool951	Illumina MiSeq	Illumina	16S rRNA
2105Q	2105	SRR11116812	PRJNA607574		951	2105Q..pool951	Illumina MiSeq	Illumina	16S rRNA
2111A	2111	SRR11116811	PRJNA607574		951	2111A..pool951	Illumina MiSeq	Illumina	16S rRNA
2111B	2111	SRR11116810	PRJNA607574		951	2111B..pool951	Illumina MiSeq	Illumina	16S rRNA
2111C	2111	SRR11116809	PRJNA607574		951	2111C..pool951	Illumina MiSeq	Illumina	16S rRNA
2111D	2111	SRR11116807	PRJNA607574		951	2111D..pool951	Illumina MiSeq	Illumina	16S rRNA
