SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
1044C	1044	SRR11414681	PRJNA545312	SRR14092265	556	1044C..pool556	Illumina MiSeq	Illumina	16S rRNA
1044D	1044	SRR11414680	PRJNA545312	SRR14092264	556	1044D..pool556	Illumina MiSeq	Illumina	16S rRNA
1044E	1044	SRR11414679	PRJNA545312	SRR14092263	556	1044E..pool556	Illumina MiSeq	Illumina	16S rRNA
1044F	1044	SRR11414678	PRJNA545312	SRR14092262	556	1044F..pool556	Illumina MiSeq	Illumina	16S rRNA
1044G	1044	SRR11414677	PRJNA545312	SRR14092260	556	1044G..pool556	Illumina MiSeq	Illumina	16S rRNA
1044H	1044	SRR11414676	PRJNA545312	SRR14092259	556	1044H..pool556	Illumina MiSeq	Illumina	16S rRNA
1044I	1044	SRR11414675	PRJNA545312	SRR14092258	556	1044I..pool556	Illumina MiSeq	Illumina	16S rRNA
1044J	1044	SRR11414674	PRJNA545312	SRR14092257	556	1044J..pool556	Illumina MiSeq	Illumina	16S rRNA
1044K	1044	SRR11414673	PRJNA545312	SRR13697175	556	1044K..pool556	Illumina MiSeq	Illumina	16S rRNA
1044L	1044	SRR11414672	PRJNA545312	SRR13697207	556	1044L..pool556	Illumina MiSeq	Illumina	16S rRNA
1044M	1044	SRR11414670	PRJNA545312	SRR14092256	556	1044M..pool556	Illumina MiSeq	Illumina	16S rRNA
1044N	1044	SRR11414669	PRJNA545312	SRR14143427	556	1044N..pool556	Illumina MiSeq	Illumina	16S rRNA
1044O	1044	SRR11414668	PRJNA545312	SRR13697066	556	1044O..pool556	Illumina MiSeq	Illumina	16S rRNA
1044P	1044	SRR11414667	PRJNA545312	SRR14092255	556	1044P..pool556	Illumina MiSeq	Illumina	16S rRNA
1044Q	1044	SRR11414666	PRJNA545312	SRR13697230	556	1044Q..pool556	Illumina MiSeq	Illumina	16S rRNA
1044R	1044	SRR11414665	PRJNA545312	SRR13697219	556	1044R..pool556	Illumina MiSeq	Illumina	16S rRNA
1044S	1044	SRR11414664	PRJNA545312	SRR13697208	556	1044S..pool556	Illumina MiSeq	Illumina	16S rRNA
1046A	1046	SRR11414845	PRJNA545312		556	1046A..pool556	Illumina MiSeq	Illumina	16S rRNA
1046B	1046	SRR11414844	PRJNA545312		556	1046B..pool556	Illumina MiSeq	Illumina	16S rRNA
1046C	1046	SRR11414843	PRJNA545312		556	1046C..pool556	Illumina MiSeq	Illumina	16S rRNA
1046D	1046	SRR11414842	PRJNA545312		556	1046D..pool556	Illumina MiSeq	Illumina	16S rRNA
1046E	1046	SRR11414840	PRJNA545312		556	1046E..pool556	Illumina MiSeq	Illumina	16S rRNA
1046F	1046	SRR11414839	PRJNA545312		556	1046F..pool556	Illumina MiSeq	Illumina	16S rRNA
1046G	1046	SRR11414838	PRJNA545312		556	1046G..pool556	Illumina MiSeq	Illumina	16S rRNA
1046H	1046	SRR11414837	PRJNA545312		556	1046H..pool556	Illumina MiSeq	Illumina	16S rRNA
1046I	1046	SRR11414836	PRJNA545312		556	1046I..pool556	Illumina MiSeq	Illumina	16S rRNA
1046J	1046	SRR11414835	PRJNA545312		556	1046J..pool556	Illumina MiSeq	Illumina	16S rRNA
1046L	1046	SRR11414834	PRJNA545312		556	1046L..pool556	Illumina MiSeq	Illumina	16S rRNA
1046M	1046	SRR11414833	PRJNA545312		556	1046M..pool556	Illumina MiSeq	Illumina	16S rRNA
1046N	1046	SRR11414832	PRJNA545312		556	1046N..pool556	Illumina MiSeq	Illumina	16S rRNA
1046O	1046	SRR11414831	PRJNA545312		556	1046O..pool556	Illumina MiSeq	Illumina	16S rRNA
1046P	1046	SRR11414829	PRJNA545312		556	1046P..pool556	Illumina MiSeq	Illumina	16S rRNA
1046Q	1046	SRR11415062	PRJNA545312		556	1046Q..pool556	Illumina MiSeq	Illumina	16S rRNA
1053D	1053	SRR11415033	PRJNA545312		754	1053D..pool754	Illumina MiSeq	Illumina	16S rRNA
1053E	1053	SRR11415032	PRJNA545312		754	1053E..pool754	Illumina MiSeq	Illumina	16S rRNA
1053F	1053	SRR11415031	PRJNA545312		754	1053F..pool754	Illumina MiSeq	Illumina	16S rRNA
1053G	1053	SRR11415029	PRJNA545312		754	1053G..pool754	Illumina MiSeq	Illumina	16S rRNA
1053H	1053	SRR11415028	PRJNA545312		754	1053H..pool754	Illumina MiSeq	Illumina	16S rRNA
1053I	1053	SRR11415027	PRJNA545312		754	1053I..pool754	Illumina MiSeq	Illumina	16S rRNA
1053J	1053	SRR11415026	PRJNA545312		754	1053J..pool754	Illumina MiSeq	Illumina	16S rRNA
1053K	1053	SRR11415025	PRJNA545312		754	1053K..pool754	Illumina MiSeq	Illumina	16S rRNA
1053L	1053	SRR11415024	PRJNA545312		754	1053L..pool754	Illumina MiSeq	Illumina	16S rRNA
1053M	1053	SRR11415023	PRJNA545312		754	1053M..pool754	Illumina MiSeq	Illumina	16S rRNA
1053N	1053	SRR11415022	PRJNA545312		754	1053N..pool754	Illumina MiSeq	Illumina	16S rRNA
1053O	1053	SRR11415021	PRJNA545312		754	1053O..pool754	Illumina MiSeq	Illumina	16S rRNA
1053P	1053	SRR11415020	PRJNA545312		754	1053P..pool754	Illumina MiSeq	Illumina	16S rRNA
1075F	1075	SRR11415113	PRJNA545312		554	1075F..pool554	Illumina MiSeq	Illumina	16S rRNA
1075G	1075	SRR11415112	PRJNA545312		554	1075G..pool554	Illumina MiSeq	Illumina	16S rRNA
1075H	1075	SRR11415111	PRJNA545312		554	1075H..pool554	Illumina MiSeq	Illumina	16S rRNA
1075I	1075	SRR11415109	PRJNA545312		554	1075I..pool554	Illumina MiSeq	Illumina	16S rRNA
1075J	1075	SRR11415108	PRJNA545312		554	1075J..pool554	Illumina MiSeq	Illumina	16S rRNA
1075K	1075	SRR11415107	PRJNA545312		554	1075K..pool554	Illumina MiSeq	Illumina	16S rRNA
1075L	1075	SRR11415106	PRJNA545312		554	1075L..pool554	Illumina MiSeq	Illumina	16S rRNA
107E	107	SRR11415097	PRJNA545312		502	107E..pool502	Illumina MiSeq	Illumina	16S rRNA
1080A	1080	SRR11415095	PRJNA545312		554	1080A..pool554	Illumina MiSeq	Illumina	16S rRNA
1080C	1080	SRR11415093	PRJNA545312		554	1080C..pool554	Illumina MiSeq	Illumina	16S rRNA
1080E	1080	SRR11415091	PRJNA545312		554	1080E..pool554	Illumina MiSeq	Illumina	16S rRNA
1080F	1080	SRR11414940	PRJNA545312		554	1080F..pool554	Illumina MiSeq	Illumina	16S rRNA
1080G	1080	SRR11414939	PRJNA545312		554	1080G..pool554	Illumina MiSeq	Illumina	16S rRNA
1080I	1080	SRR11414938	PRJNA545312		554	1080I..pool554	Illumina MiSeq	Illumina	16S rRNA
1080K	1080	SRR11414935	PRJNA545312		554	1080K..pool554	Illumina MiSeq	Illumina	16S rRNA
1080R	1080	SRR11414934	PRJNA545312		554	1080R..pool554	Illumina MiSeq	Illumina	16S rRNA
1080V	1080	SRR11414933	PRJNA545312		554	1080V..pool554	Illumina MiSeq	Illumina	16S rRNA
1080W	1080	SRR11414932	PRJNA545312		554	1080W..pool554	Illumina MiSeq	Illumina	16S rRNA
1085A	1085	SRR11395633	PRJNA607574		554	1085A..pool554	Illumina MiSeq	Illumina	16S rRNA
1086C	1086	SRR11414924	PRJNA545312		554	1086C..pool554	Illumina MiSeq	Illumina	16S rRNA
1094B	1094	SRR11414493	PRJNA545312		754	1094B..pool754	Illumina MiSeq	Illumina	16S rRNA
1106F	1106	SRR11414394	PRJNA545312		754	1106F..pool754	Illumina MiSeq	Illumina	16S rRNA
1108J	1108	SRR11416895	PRJNA545312		754	1108J..pool754	Illumina MiSeq	Illumina	16S rRNA
1112F	1112	SRR11417145	PRJNA545312		754	1112F..pool754	Illumina MiSeq	Illumina	16S rRNA
1117D	1117	SRR11416949	PRJNA545312		754	1117D..pool754	Illumina MiSeq	Illumina	16S rRNA
1117E	1117	SRR11416938	PRJNA545312		754	1117E..pool754	Illumina MiSeq	Illumina	16S rRNA
1121D	1121	SRR11417242	PRJNA545312		754	1121D..pool754	Illumina MiSeq	Illumina	16S rRNA
1123G	1123	SRR11416315	PRJNA545312		754	1123G..pool754	Illumina MiSeq	Illumina	16S rRNA
1123H	1123	SRR11417007	PRJNA545312		754	1123H..pool754	Illumina MiSeq	Illumina	16S rRNA
1123I	1123	SRR11416744	PRJNA545312		754	1123I..pool754	Illumina MiSeq	Illumina	16S rRNA
1123J	1123	SRR11416733	PRJNA545312		754	1123J..pool754	Illumina MiSeq	Illumina	16S rRNA
1123K	1123	SRR11416663	PRJNA545312		754	1123K..pool754	Illumina MiSeq	Illumina	16S rRNA
1123L	1123	SRR11416652	PRJNA545312		754	1123L..pool754	Illumina MiSeq	Illumina	16S rRNA
1123M	1123	SRR11416641	PRJNA545312		754	1123M..pool754	Illumina MiSeq	Illumina	16S rRNA
1123N	1123	SRR11416349	PRJNA545312		754	1123N..pool754	Illumina MiSeq	Illumina	16S rRNA
1123O	1123	SRR11416338	PRJNA545312		754	1123O..pool754	Illumina MiSeq	Illumina	16S rRNA
1123P	1123	SRR11416779	PRJNA545312		754	1123P..pool754	Illumina MiSeq	Illumina	16S rRNA
1123Q	1123	SRR11416768	PRJNA545312		754	1123Q..pool754	Illumina MiSeq	Illumina	16S rRNA
1123R	1123	SRR11416756	PRJNA545312		754	1123R..pool754	Illumina MiSeq	Illumina	16S rRNA
1123S	1123	SRR11417283	PRJNA545312		754	1123S..pool754	Illumina MiSeq	Illumina	16S rRNA
1123T	1123	SRR11417272	PRJNA545312		754	1123T..pool754	Illumina MiSeq	Illumina	16S rRNA
1123U	1123	SRR11416636	PRJNA545312		754	1123U..pool754	Illumina MiSeq	Illumina	16S rRNA
1123V	1123	SRR11416625	PRJNA545312		754	1123V..pool754	Illumina MiSeq	Illumina	16S rRNA
1124G	1124	SRR11417312	PRJNA545312		754	1124G..pool754	Illumina MiSeq	Illumina	16S rRNA
1124H	1124	SRR11417301	PRJNA545312		754	1124H..pool754	Illumina MiSeq	Illumina	16S rRNA
1127D	1127	SRR11416536	PRJNA545312		754	1127D..pool754	Illumina MiSeq	Illumina	16S rRNA
1127E	1127	SRR11416977	PRJNA545312		754	1127E..pool754	Illumina MiSeq	Illumina	16S rRNA
1136D	1136	SRR11416382	PRJNA545312		754	1136D..pool754	Illumina MiSeq	Illumina	16S rRNA
1136E	1136	SRR11416381	PRJNA545312		754	1136E..pool754	Illumina MiSeq	Illumina	16S rRNA
1136G	1136	SRR11423013	PRJNA545312		754	1136G..pool754	Illumina MiSeq	Illumina	16S rRNA
1136H	1136	SRR11423368	PRJNA545312		754	1136H..pool754	Illumina MiSeq	Illumina	16S rRNA
1144E	1144	SRR11416789	PRJNA545312		754	1144E..pool754	Illumina MiSeq	Illumina	16S rRNA
121G	121	SRR11417310	PRJNA545312		502	121G..pool502	Illumina MiSeq	Illumina	16S rRNA
1234C	1234	SRR11416871	PRJNA545312		711	1234C..pool711	Illumina MiSeq	Illumina	16S rRNA
1234D	1234	SRR11416870	PRJNA545312		711	1234D..pool711	Illumina MiSeq	Illumina	16S rRNA
1234E	1234	SRR11416869	PRJNA545312		711	1234E..pool711	Illumina MiSeq	Illumina	16S rRNA
1234F	1234	SRR11416868	PRJNA545312		711	1234F..pool711	Illumina MiSeq	Illumina	16S rRNA
1234G	1234	SRR11416867	PRJNA545312		711	1234G..pool711	Illumina MiSeq	Illumina	16S rRNA
1234H	1234	SRR11416866	PRJNA545312		711	1234H..pool711	Illumina MiSeq	Illumina	16S rRNA
1234I	1234	SRR11417206	PRJNA545312		711	1234I..pool711	Illumina MiSeq	Illumina	16S rRNA
1234J	1234	SRR11417205	PRJNA545312		711	1234J..pool711	Illumina MiSeq	Illumina	16S rRNA
1234K	1234	SRR11417204	PRJNA545312		711	1234K..pool711	Illumina MiSeq	Illumina	16S rRNA
1234L	1234	SRR11417203	PRJNA545312		711	1234L..pool711	Illumina MiSeq	Illumina	16S rRNA
1234M	1234	SRR11417202	PRJNA545312		711	1234M..pool711	Illumina MiSeq	Illumina	16S rRNA
1234N	1234	SRR11417201	PRJNA545312		711	1234N..pool711	Illumina MiSeq	Illumina	16S rRNA
1259C	1259	SRR11422940	PRJNA545312		643	1259C..pool643	Illumina MiSeq	Illumina	16S rRNA
1259D	1259	SRR11417641	PRJNA545312		643	1259D..pool643	Illumina MiSeq	Illumina	16S rRNA
1259E	1259	SRR11417629	PRJNA545312		643	1259E..pool643	Illumina MiSeq	Illumina	16S rRNA
1259F	1259	SRR11417590	PRJNA545312		643	1259F..pool643	Illumina MiSeq	Illumina	16S rRNA
1259G	1259	SRR11417579	PRJNA545312		643	1259G..pool643	Illumina MiSeq	Illumina	16S rRNA
1259H	1259	SRR11417568	PRJNA545312		643	1259H..pool643	Illumina MiSeq	Illumina	16S rRNA
1259I	1259	SRR11417501	PRJNA545312		643	1259I..pool643	Illumina MiSeq	Illumina	16S rRNA
1259J	1259	SRR11417490	PRJNA545312		643	1259J..pool643	Illumina MiSeq	Illumina	16S rRNA
1259K	1259	SRR11417934	PRJNA545312		643	1259K..pool643	Illumina MiSeq	Illumina	16S rRNA
1259L	1259	SRR11417923	PRJNA545312		643	1259L..pool643	Illumina MiSeq	Illumina	16S rRNA
1259O	1259	SRR11417912	PRJNA545312		643	1259O..pool643	Illumina MiSeq	Illumina	16S rRNA
1259P	1259	SRR11417817	PRJNA545312		643	1259P..pool643	Illumina MiSeq	Illumina	16S rRNA
1259R	1259	SRR11418309	PRJNA545312		643	1259R..pool643	Illumina MiSeq	Illumina	16S rRNA
1259S	1259	SRR11418308	PRJNA545312		643	1259S..pool643	Illumina MiSeq	Illumina	16S rRNA
1259T	1259	SRR11418307	PRJNA545312		643	1259T..pool643	Illumina MiSeq	Illumina	16S rRNA
1259U	1259	SRR11418306	PRJNA545312		643	1259U..pool643	Illumina MiSeq	Illumina	16S rRNA
1259V	1259	SRR11418305	PRJNA545312		643	1259V..pool643	Illumina MiSeq	Illumina	16S rRNA
1259W	1259	SRR11418304	PRJNA545312		643	1259W..pool643	Illumina MiSeq	Illumina	16S rRNA
1259X	1259	SRR11418303	PRJNA545312		643	1259X..pool643	Illumina MiSeq	Illumina	16S rRNA
1259Y	1259	SRR11418302	PRJNA545312		643	1259Y..pool643	Illumina MiSeq	Illumina	16S rRNA
1289A	1289	SRR11395772	PRJNA607574		643	1289A..pool643	Illumina MiSeq	Illumina	16S rRNA
1337A	1337	SRR11418191	PRJNA545312		711	1337A..pool711	Illumina MiSeq	Illumina	16S rRNA
1337B	1337	SRR11418189	PRJNA545312		711	1337B..pool711	Illumina MiSeq	Illumina	16S rRNA
1337C	1337	SRR11418188	PRJNA545312		711	1337C..pool711	Illumina MiSeq	Illumina	16S rRNA
1337D	1337	SRR11418187	PRJNA545312		711	1337D..pool711	Illumina MiSeq	Illumina	16S rRNA
1337E	1337	SRR11418186	PRJNA545312		711	1337E..pool711	Illumina MiSeq	Illumina	16S rRNA
1337F	1337	SRR11418185	PRJNA545312		711	1337F..pool711	Illumina MiSeq	Illumina	16S rRNA
1337G	1337	SRR11418184	PRJNA545312		711	1337G..pool711	Illumina MiSeq	Illumina	16S rRNA
1337H	1337	SRR11418183	PRJNA545312		711	1337H..pool711	Illumina MiSeq	Illumina	16S rRNA
1337I	1337	SRR11418182	PRJNA545312		711	1337I..pool711	Illumina MiSeq	Illumina	16S rRNA
1337J	1337	SRR11418181	PRJNA545312		711	1337J..pool711	Illumina MiSeq	Illumina	16S rRNA
1337K	1337	SRR11418180	PRJNA545312		711	1337K..pool711	Illumina MiSeq	Illumina	16S rRNA
1337L	1337	SRR11418178	PRJNA545312		711	1337L..pool711	Illumina MiSeq	Illumina	16S rRNA
1337M	1337	SRR11418177	PRJNA545312		711	1337M..pool711	Illumina MiSeq	Illumina	16S rRNA
134E	134	SRR11417704	PRJNA545312		502	134E..pool502	Illumina MiSeq	Illumina	16S rRNA
134F	134	SRR11417703	PRJNA545312		502	134F..pool502	Illumina MiSeq	Illumina	16S rRNA
134G	134	SRR11417702	PRJNA545312		502	134G..pool502	Illumina MiSeq	Illumina	16S rRNA
134H	134	SRR11417701	PRJNA545312		502	134H..pool502	Illumina MiSeq	Illumina	16S rRNA
1383A	1383	SRR11394989	PRJNA607574		741	1383A..pool741	Illumina MiSeq	Illumina	16S rRNA
1383B	1383	SRR11394988	PRJNA607574		741	1383B..pool741	Illumina MiSeq	Illumina	16S rRNA
1407B	1407	SRR11395440	PRJNA607574		741	1407B..pool741	Illumina MiSeq	Illumina	16S rRNA
1407C	1407	SRR11395439	PRJNA607574		741	1407C..pool741	Illumina MiSeq	Illumina	16S rRNA
1407D	1407	SRR11395438	PRJNA607574		741	1407D..pool741	Illumina MiSeq	Illumina	16S rRNA
1407E	1407	SRR11395437	PRJNA607574		741	1407E..pool741	Illumina MiSeq	Illumina	16S rRNA
1407F	1407	SRR11395436	PRJNA607574		741	1407F..pool741	Illumina MiSeq	Illumina	16S rRNA
1407G	1407	SRR11395435	PRJNA607574		741	1407G..pool741	Illumina MiSeq	Illumina	16S rRNA
1407H	1407	SRR11395434	PRJNA607574		741	1407H..pool741	Illumina MiSeq	Illumina	16S rRNA
1407I	1407	SRR11395433	PRJNA607574		741	1407I..pool741	Illumina MiSeq	Illumina	16S rRNA
1407MA	1407	SRR11395427	PRJNA607574		741	1407MA..pool741	Illumina MiSeq	Illumina	16S rRNA
1421A	1421	SRR11395294	PRJNA607574		741	1421A..pool741	Illumina MiSeq	Illumina	16S rRNA
1421B	1421	SRR11395293	PRJNA607574		741	1421B..pool741	Illumina MiSeq	Illumina	16S rRNA
1433A	1433	SRR11395055	PRJNA607574		741	1433A..pool741	Illumina MiSeq	Illumina	16S rRNA
1433B	1433	SRR11395053	PRJNA607574		741	1433B..pool741	Illumina MiSeq	Illumina	16S rRNA
1434A	1434	SRR11395051	PRJNA607574		741	1434A..pool741	Illumina MiSeq	Illumina	16S rRNA
1434B	1434	SRR11395050	PRJNA607574		741	1434B..pool741	Illumina MiSeq	Illumina	16S rRNA
1434C	1434	SRR11395049	PRJNA607574		741	1434C..pool741	Illumina MiSeq	Illumina	16S rRNA
1434D	1434	SRR11395048	PRJNA607574		741	1434D..pool741	Illumina MiSeq	Illumina	16S rRNA
1434E	1434	SRR11395047	PRJNA607574		741	1434E..pool741	Illumina MiSeq	Illumina	16S rRNA
1435A	1435	SRR11395046	PRJNA607574		741	1435A..pool741	Illumina MiSeq	Illumina	16S rRNA
1435B	1435	SRR11395045	PRJNA607574		741	1435B..pool741	Illumina MiSeq	Illumina	16S rRNA
1435C	1435	SRR11394980	PRJNA607574		741	1435C..pool741	Illumina MiSeq	Illumina	16S rRNA
1437A	1437	SRR11394969	PRJNA607574		741	1437A..pool741	Illumina MiSeq	Illumina	16S rRNA
1437B	1437	SRR11394966	PRJNA607574		741	1437B..pool741	Illumina MiSeq	Illumina	16S rRNA
1437C	1437	SRR11394964	PRJNA607574		741	1437C..pool741	Illumina MiSeq	Illumina	16S rRNA
1437D	1437	SRR11394963	PRJNA607574		741	1437D..pool741	Illumina MiSeq	Illumina	16S rRNA
1437E	1437	SRR11394962	PRJNA607574		741	1437E..pool741	Illumina MiSeq	Illumina	16S rRNA
1437G	1437	SRR11394961	PRJNA607574		741	1437G..pool741	Illumina MiSeq	Illumina	16S rRNA
1438A	1438	SRR11394939	PRJNA607574		741	1438A..pool741	Illumina MiSeq	Illumina	16S rRNA
1438B	1438	SRR11394938	PRJNA607574		741	1438B..pool741	Illumina MiSeq	Illumina	16S rRNA
1442O	1442	SRR11418098	PRJNA545312		808	1442O..pool808	Illumina MiSeq	Illumina	16S rRNA
1442P	1442	SRR11423301	PRJNA545312		808	1442P..pool808	Illumina MiSeq	Illumina	16S rRNA
1442Q	1442	SRR11418097	PRJNA545312		808	1442Q..pool808	Illumina MiSeq	Illumina	16S rRNA
1442R	1442	SRR11418096	PRJNA545312		808	1442R..pool808	Illumina MiSeq	Illumina	16S rRNA
1442S	1442	SRR11418095	PRJNA545312		808	1442S..pool808	Illumina MiSeq	Illumina	16S rRNA
1442T	1442	SRR11418094	PRJNA545312		808	1442T..pool808	Illumina MiSeq	Illumina	16S rRNA
1442U	1442	SRR11418093	PRJNA545312		808	1442U..pool808	Illumina MiSeq	Illumina	16S rRNA
1442W	1442	SRR11418091	PRJNA545312		808	1442W..pool808	Illumina MiSeq	Illumina	16S rRNA
1442X	1442	SRR11418090	PRJNA545312		808	1442X..pool808	Illumina MiSeq	Illumina	16S rRNA
1442Y	1442	SRR11418088	PRJNA545312		808	1442Y..pool808	Illumina MiSeq	Illumina	16S rRNA
1447A	1447	SRR11394917	PRJNA607574		741	1447A..pool741	Illumina MiSeq	Illumina	16S rRNA
148C	148	SRR11421153	PRJNA545312		502	148C..pool502	Illumina MiSeq	Illumina	16S rRNA
153H	153	SRR11421552	PRJNA545312		502	153H..pool502	Illumina MiSeq	Illumina	16S rRNA
156G	156	SRR11421011	PRJNA545312		502	156G..pool502	Illumina MiSeq	Illumina	16S rRNA
162C	162	SRR11420888	PRJNA545312		540	162C..pool540	Illumina MiSeq	Illumina	16S rRNA
162E	162	SRR11420887	PRJNA545312		540	162E..pool540	Illumina MiSeq	Illumina	16S rRNA
162F	162	SRR11420886	PRJNA545312		540	162F..pool540	Illumina MiSeq	Illumina	16S rRNA
162G	162	SRR11420885	PRJNA545312		540	162G..pool540	Illumina MiSeq	Illumina	16S rRNA
1630A	1630	SRR11420884	PRJNA545312		808	1630A..pool808	Illumina MiSeq	Illumina	16S rRNA
1630B	1630	SRR11420883	PRJNA545312		808	1630B..pool808	Illumina MiSeq	Illumina	16S rRNA
1630C	1630	SRR11420882	PRJNA545312		808	1630C..pool808	Illumina MiSeq	Illumina	16S rRNA
1630D	1630	SRR11420881	PRJNA545312		808	1630D..pool808	Illumina MiSeq	Illumina	16S rRNA
1630E	1630	SRR11420880	PRJNA545312		808	1630E..pool808	Illumina MiSeq	Illumina	16S rRNA
1630F	1630	SRR11420879	PRJNA545312		808	1630F..pool808	Illumina MiSeq	Illumina	16S rRNA
1630G	1630	SRR11420877	PRJNA545312		808	1630G..pool808	Illumina MiSeq	Illumina	16S rRNA
1630H	1630	SRR11420876	PRJNA545312		808	1630H..pool808	Illumina MiSeq	Illumina	16S rRNA
1630I	1630	SRR11420875	PRJNA545312		808	1630I..pool808	Illumina MiSeq	Illumina	16S rRNA
1630J	1630	SRR11420874	PRJNA545312		808	1630J..pool808	Illumina MiSeq	Illumina	16S rRNA
1630K	1630	SRR11420873	PRJNA545312		808	1630K..pool808	Illumina MiSeq	Illumina	16S rRNA
1630L	1630	SRR11420872	PRJNA545312		808	1630L..pool808	Illumina MiSeq	Illumina	16S rRNA
1630M	1630	SRR11420871	PRJNA545312		808	1630M..pool808	Illumina MiSeq	Illumina	16S rRNA
1630N	1630	SRR11420870	PRJNA545312		808	1630N..pool808	Illumina MiSeq	Illumina	16S rRNA
1642A	1642	SRR11420869	PRJNA545312		808	1642A..pool808	Illumina MiSeq	Illumina	16S rRNA
1642B	1642	SRR11420868	PRJNA545312		808	1642B..pool808	Illumina MiSeq	Illumina	16S rRNA
1642C	1642	SRR11420866	PRJNA545312		808	1642C..pool808	Illumina MiSeq	Illumina	16S rRNA
1642D	1642	SRR11420865	PRJNA545312		808	1642D..pool808	Illumina MiSeq	Illumina	16S rRNA
1642E	1642	SRR11420864	PRJNA545312		808	1642E..pool808	Illumina MiSeq	Illumina	16S rRNA
1642H	1642	SRR11420863	PRJNA545312		808	1642H..pool808	Illumina MiSeq	Illumina	16S rRNA
1642I	1642	SRR11420862	PRJNA545312		808	1642I..pool808	Illumina MiSeq	Illumina	16S rRNA
